,compet,compit,tc_d11_d3,tc_d11_d5,tc_d11_s14r3,tc_d41_s14s3,tc_d4z_s14s3,tc_d5_s14e3,tc_d61s_s14e3,tc_d62_s14r3,tc_d7_s14s3,tc_emp_d1,tc_emps_d7,tc_uc_d5,tc_ulc_d5,tcho,td_b2_s143,td_b6_s143,td_b6_s143a,td_b6taxable_s14r3,td_dint_d1,td_dint_dhs1,td_p3a_d1,td_p3a_d3,td_p3a_d5,td_p3g_d3,td_p3g_d5,td_p3m_d1,td_p3m_d3,td_p3m_d5,td_p51_d1,td_p51_d3,td_p51_d5,td_p51g_d3,td_p51g_d5,td_p51m_d1,td_p51m_d3,td_p51m_d5,td_p51t_d1,td_p51t_d3,td_p51t_d5,td_p523_d1,td_p523_d3,td_p523_d5,td_p6_d1,td_p6_d3,td_p6_d5,td_p7_d1,td_p7_d3,td_p7_d5,td_pib1,td_pib3,td_pib5,td_pint_d5,td_ratio_p7,b2_part,ct_d61ss14,ct_tdp3ad3,demmon,dum_1982q1,dum_1982q3,dum_1984q1,inter,pd7s14,petfm,petfx,r10a,r3m,ratio_d29_39,ratio_part,ratio_soc,tc_d62_s14r1,tc_empns_d1,tc_ls_d1,td_p3g_d1,td_p51g_d1,time,trim1,trim2,trim3,trim4,tuc,tc_d1_d3,dum_1990q1,dum_1999q4,dum_1983q1,ratio_d11,d11_d5_cale,d41_s14s3_cale,d4z_s14s3_cale,d5_s143_cale,emps_d7_cale,p3a_d5_cale,p3g_d5_cale,p3m_d1_cale,p3m_d5_cale,p51g_d5_cale,p51m_d1_cale,p51m_d5_cale,p51t_d1_cale,p51t_d5_cale,p523_d1_cale,p523_d3_cale,p6_d1_cale,p6_d5_cale,p7_d1_cale,p7_d5_cale,pint_d5_cale
1983Q1,91.206787,1.378193,62919.197,3.3975433,63233.682,4682.6637,3157.4642,8260.2436,10405.79,28562.296,680.98304,22124.696,18519.027,0.8622672,0.3416289,7.1,24270.25,105921.3,397524.98,114181.55,289362.76,289385.27,2761.5472,1688.3549,0.6113801,35079.385,0.5967918,143285.1,87750.859,0.6124214,45944.237,31645.376,0.6887779,4891.0518,0.7036478,15012.001,9621.3339,0.6409095,23981.241,17132.99,0.714433,-22.508583,713.00329,-31.676952,38614.449,32907.067,0.8521957,40548.116,36831.242,0.9083342,248814.64,152952.8,0.6147259,0.6590762,0.2538627,0.158678,0.1645609,0.0159397,45.727556,0,0,0,-30.761905,0.0044522,75.917409,77.726032,14.264008,12.71,0.0124025,0.0122724,0.3679409,49313.257,3375.5714,23815.604,58779.935,6950.994,21,1,0,0,0,0.835,86069.743,0,0,1,1.0049982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983Q2,92.585244,1.4058928,64322.099,3.4798399,64627.589,4781.9956,3314.9202,9163.7864,10754.21,29243.465,725.55993,22085.404,18484.212,0.8944701,0.3478332,7.3,24834.855,107610.39,401004.08,116774.17,288320.53,289656.3,2765.5954,1722.2012,0.6227235,36009.109,0.6113629,143091.56,89957.432,0.6286704,45280.603,31807.802,0.7024598,4849.4759,0.7175045,14909.846,9734.234,0.6528729,23611.948,17224.092,0.7294651,-1335.774,-206.86975,0.1548688,39618.817,34886.358,0.8805502,38963.627,36837.68,0.9454377,249356.9,157338.35,0.6309765,0.672482,0.2481777,0.1578436,0.1664028,0.016004,46.861858,0,0,0,-29.952941,0.0046115,80.059083,81.525958,13.964327,12.44,0.0126762,0.0126349,0.3657543,49352.402,3364.6565,23824.6,58899.727,6758.8088,22,0,1,0,0,0.832,87848.18,0,0,0,1.0047494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983Q3,92.864711,1.3934601,65521.293,3.5483398,65819.744,4877.8785,3446.1705,9769.8193,11133.6,30126.976,804.70594,22058.25,18465.338,0.9046089,0.3553304,7.3,25255.426,109427.48,402768.59,119197.3,288936.56,290366.77,2765.1352,1755.0876,0.6347204,36892.339,0.6225779,142646.76,91487.665,0.6413582,45118.483,32364.659,0.7173259,4883.6387,0.7308961,14803.64,9896.1645,0.6684954,23633.129,17584.856,0.7440765,-1430.2082,-985.05541,0.6887496,40579.002,36733.762,0.9052407,39082.053,37247.824,0.9530672,249854.5,161000.63,0.6443775,0.6839573,0.2459252,0.1568654,0.1691529,0.0160388,47.809117,0,0,0,-29.162791,0.0049982,82.252861,84.064912,13.451968,12.39,0.0128921,0.0128976,0.37269,49742.134,3351.6425,23795.307,59257.388,6681.7142,23,0,0,1,0,0.825,89940.426,0,0,0,1.004555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983Q4,91.996903,1.4161201,66689.491,3.6140144,66981.385,4970.3122,3551.2151,10059.571,11248.68,30875.914,918.42108,22033.65,18453.023,0.9301727,0.3609374,7.3,25723.276,111712.27,403564.38,121771.84,290505.29,291342.21,2760.1666,1786.8545,0.647372,37750.353,0.633826,143390.7,94031.131,0.6557687,44831.531,32527.767,0.7255556,4939.5695,0.7432269,14615.005,9889.4176,0.6766619,23570.413,17698.78,0.7508897,-836.92592,-317.32516,0.3791556,40800.337,38220.945,0.9367801,39717.886,39092.359,0.9842507,250787.4,164907.37,0.6575584,0.6950334,0.2500152,0.1559862,0.1679374,0.0159951,49.483746,0,0,0,-28.390805,0.0055693,84.168001,86.180872,13.519638,12.33,0.013237,0.0130553,0.3755212,49811.03,3336.5295,23768.77,59559.485,6646.1127,24,0,0,0,1,0.828,91732.811,0,0,0,1.0043769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984Q1,93.801728,1.4452763,68038.98,3.6917056,68323.22,5059.2969,3630.054,9985.031,11925.988,31888.35,1062.2504,21994.549,18430.229,0.9614526,0.3652936,7.7,26125.392,114177.54,434671.45,124162.57,292919.01,293206.96,2751.9977,1817.1089,0.6602872,38671.413,0.6479037,143917.84,96285.817,0.6690332,44860.994,33177.763,0.7395682,5107.9732,0.7600599,14434.636,9974.5231,0.6910131,23705.87,18095.266,0.7633243,-287.95073,1201.8141,-4.1736798,41989.157,39400.739,0.9383551,40475.28,41483.787,1.0249166,252443.73,169070.87,0.6697368,0.7091493,0.2562171,0.1545233,0.1745525,0.0159148,51.437131,0,0,1,-27.636364,0.0062829,86.065918,88.01933,13.316628,12.41,0.0140338,0.0131191,0.3746334,50253.116,3319.3174,23829.414,59686.973,6720.4875,25,1,0,0,0,0.828,93528.654,0,0,0,1.0041776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984Q2,92.611212,1.4379003,68963.542,3.7484743,69251.704,5174.856,3728.5029,10443.954,12532.547,32099.6,1175.0199,21948.669,18397.763,0.971954,0.3718725,8.4,26487.947,114941.13,436360.53,125385.08,292740.04,294338.29,2746.8415,1844.7631,0.6715943,39514.889,0.6580929,144484.47,98277.171,0.680192,44399.875,33209.97,0.7479744,5102.2616,0.7716568,14370.283,10064.892,0.7003963,23417.506,18042.816,0.7704841,-1598.2487,-562.87448,0.352182,42662.56,40901.408,0.958719,40278.14,41633.312,1.0336454,252461.9,171552.01,0.6795165,0.7188574,0.2544737,0.1544018,0.180971,0.0160496,51.373602,0,0,0,-26.898876,0.0068494,86.977252,88.78813,13.316628,12.3,0.014548,0.0133811,0.381449,49482.384,3301.3856,23961.429,60044.545,6612.0866,26,0,1,0,0,0.826,95269.616,0,0,0,1.0041785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984Q3,93.08458,1.4347031,69714.8,3.7935649,70016.263,5316.9896,3846.562,10332.761,12543.56,32880.438,1252.2748,21917.401,18377.12,0.9824046,0.3712064,8.9,26922.831,117359.04,438177.63,127691.8,293642.83,295906.5,2746.0062,1869.7623,0.6809025,40408.499,0.66647,144709.53,100056.45,0.6914296,44531.919,33728.088,0.7573913,5270.9186,0.7780876,14084.988,10001.621,0.7100908,23672.733,18455.548,0.7796121,-2263.6686,-1397.5366,0.6173769,43288.411,42188.24,0.9745851,40022.175,41912.324,1.0472275,253620.65,174941.17,0.689775,0.7299263,0.2518113,0.1538965,0.1791521,0.015932,53.102344,0,0,0,-26.177778,0.0071583,88.83109,90.718844,12.968611,11.41,0.0149146,0.0138208,0.3708854,49699.264,3282.7341,24058.618,60630.634,6774.1972,27,0,0,1,0,0.83,95571.005,0,0,0,1.0043242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984Q4,93.028992,1.443459,70670.758,3.849487,70990.284,5485.6975,3984.2311,11631.184,12981.574,33727.893,1294.0149,21890.181,18358.487,1.0004216,0.3790692,8.8,27342.165,118211.53,440462.42,129842.71,295027.21,295556.07,2749.4916,1892.2399,0.6882145,41119.114,0.6741697,144117.07,101290.28,0.7028333,44669.523,34144.235,0.7643743,5405.3553,0.7863914,13928.762,9913.7336,0.7117455,23867.142,18825.146,0.7887474,-528.86157,631.05346,-1.19323,43027.75,42775.052,0.9941271,41574.204,44424.966,1.0685705,253453.01,177427.01,0.7000391,0.7402846,0.2600702,0.1541037,0.1828641,0.0160072,53.331117,0,0,0,-25.472527,0.0072932,90.317469,92.482642,11.856889,10.68,0.0149634,0.0144056,0.380142,50033.525,3263.3629,24002.391,60992.235,6873.6194,28,0,0,0,1,0.833,97535.685,0,0,0,1.0045213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985Q1,93.775737,1.4692132,71763.158,3.9131269,72117.277,5680.9799,4141.5104,11331.863,13158.819,34527.91,1295.0554,21864.702,18339.083,1.0290208,0.3848524,8.6,27863.13,121135.18,464689.24,132467.04,295646.45,297189.34,2756.1792,1912.772,0.6939941,41937.025,0.6824416,145565.51,104154.35,0.7155153,44212.316,34349.72,0.7769265,5508.0073,0.7992563,13827.42,9991.8758,0.7226132,23493.481,18849.837,0.8023433,-1542.8875,275.50437,-0.1785641,43203.887,43662.972,1.010626,41684.576,46037.531,1.104426,253961.87,180254.81,0.7097712,0.7517126,0.264032,0.1545763,0.1824642,0.0157904,53.918244,0,0,0,-24.782609,0.0071846,92.419217,94.7722,11.711882,10.61,0.0141328,0.0151625,0.381474,50341.623,3243.272,23921.993,61451.446,6891.4152,29,1,0,0,0,0.847,99138.94,0,0,0,1.0049346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985Q2,92.600126,1.4263609,72536.404,3.9564329,72917.348,5831.7259,4251.5579,11757.061,13271.764,35166.632,1298.2784,21853.135,18333.788,1.0181569,0.3869187,8.7,28396.914,122833.63,465452.82,134590.69,297540.91,300332.68,2760.7562,1933.7614,0.7004463,42602.555,0.6878657,146454.35,106253.55,0.7255062,45328.006,35518.542,0.7835893,5842.043,0.799215,13690.18,9966.9215,0.7280344,24328.1,19709.578,0.8101569,-2791.7774,-1352.3002,0.4843868,43855.155,44383.836,1.0120552,41665.813,45213.622,1.0851492,255875.09,184126.32,0.7195945,0.7607816,0.2557759,0.1542252,0.1820111,0.0157429,53.283797,0,0,0,-24.107527,0.007051,91.991919,93.716435,11.450869,10.29,0.0139562,0.0157417,0.3841894,50418.649,3226.1269,23935.526,61934.411,7309.7262,30,0,1,0,0,0.848,100404.12,0,0,0,1.0052518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985Q3,90.544812,1.3615038,73561.664,4.0118294,73968.685,5937.9355,4314.3738,10418.321,13506.879,35824.251,1298.499,21848.479,18336.189,0.9916198,0.3894717,9.2,28754.844,126173.39,467870.73,136591.71,300123.96,301104.45,2762.1041,1955.6576,0.7080318,43200.812,0.69486,147498.4,108152.19,0.7332431,45997.355,36381.671,0.7909514,6017.2732,0.8067835,13786.715,10103.406,0.7328363,24752.29,20260.992,0.8185502,-980.48121,-44.176565,0.045056,42674.615,42924.415,1.0058536,42592.655,44529.591,1.0454758,257531.31,188040.98,0.7301674,0.7678832,0.248399,0.152918,0.1826027,0.0154998,53.668715,0,0,0,-23.446809,0.0069054,89.64799,91.074826,11.441202,9.8,0.0138464,0.0161168,0.3826423,50540.61,3211.9274,24062.202,62171.967,7458.3494,31,0,0,1,0,0.851,101709.47,0,0,0,1.0055331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985Q4,88.68375,1.3341767,74562.905,4.0623686,75005.161,5999.6087,4329.958,10420.565,13890.518,36496.807,1295.7171,21859.284,18354.54,0.982033,0.3921792,9.3,29175.912,127992.08,468723.22,138412.65,302867.74,303651.73,2760.2228,1978.3649,0.716741,43974.909,0.7018534,148746.37,110213.12,0.7409466,46258.032,37022.571,0.800349,6133.3024,0.8179574,13877.59,10262.947,0.7395338,24882.127,20626.321,0.8289613,-783.98541,842.50743,-1.0746468,43231.689,43173.61,0.9986566,43768.04,45094.753,1.0303124,259099.7,192110.33,0.7414533,0.7722458,0.2464636,0.1518706,0.1851942,0.0154569,54.0897,0,0,0,-22.8,0.0067447,87.138766,88.564611,10.909509,9.08,0.014169,0.0162965,0.3823759,50741.139,3200.6737,24100.643,62655.409,7498.3151,32,0,0,0,1,0.838,103073.96,0,0,0,1.0059313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986Q1,87.188387,1.2600737,76043.016,4.136306,76509.592,6016.7455,4298.3105,11248.519,13948.16,37143.13,1323.5328,21880.884,18384.282,0.9462374,0.3973681,9,29513.896,129608.53,498134.28,140857.05,303445.71,304461.78,2757.2582,2001.6211,0.7259462,44862.95,0.7140242,149753.72,111332.02,0.7434341,46238.178,37390.189,0.8086432,5945.6518,0.8278524,13955.694,10459.797,0.7495003,25100.464,20984.739,0.8360299,-1016.071,737.21223,-0.7255519,42881.481,41955.257,0.9784004,43746.911,42738.693,0.9769534,259698.79,195540.56,0.7529514,0.7753145,0.2336003,0.1509349,0.182306,0.0154436,54.818437,0,0,0,-22.166667,0.0067686,84.212312,85.305151,9.6334453,8.69,0.0142684,0.0162793,0.3767177,50964.581,3192.3656,24044.927,62831.135,7182.0191,33,1,0,0,0,0.831,104689.76,0,0,0,1.0061357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986Q2,88.253925,1.2135375,76304.463,4.1404133,76807.546,6038.4351,4380.4053,11519.925,14245.927,37827.249,1319.959,21917.657,18429.19,0.9219846,0.3978774,8.9,29781.279,130389.02,499832.73,141908.95,307354.37,307731.98,2763.4033,2024.8088,0.7327229,45251.808,0.7143158,151747.66,113671.38,0.7490816,47297.344,38532.009,0.814676,6262.4481,0.8297334,14004.914,10548.055,0.7531681,25744.888,21721.506,0.8437211,-377.61287,1238.7205,-3.280398,42573.706,41104.231,0.965484,44738.424,42239.599,0.9441459,262615.95,199583.36,0.7599819,0.7780113,0.2270664,0.1492172,0.1854756,0.015529,56.079101,0,0,0,-21.546392,0.0066136,84.546676,85.207751,8.2220419,7.36,0.0142717,0.016281,0.389195,51410.911,3183.4562,24058.899,63349.865,7547.5422,34,0,1,0,0,0.837,106001.78,0,0,0,1.0065931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986Q3,87.472868,1.1653383,77108.132,4.1721923,77604,6064.6773,4576.2424,11624.402,14638.812,38095.273,1318.5956,21962.059,18481.443,0.8940207,0.3970058,8.9,30122.078,131517.65,503172.49,143142.05,310040.48,309936.05,2780.804,2047.9495,0.7364595,45840.039,0.7182233,152566.57,114892.54,0.7530649,47907.396,39276.526,0.8198426,6371.4201,0.8319521,14039.803,10628.098,0.7569977,26209.196,22277.008,0.8499691,104.42995,1088.0046,10.418511,42857.07,41028.116,0.9573244,45639.051,41440.088,0.9079963,264401.43,202733.08,0.7667624,0.7791697,0.2207724,0.14858,0.1886348,0.0155717,56.966208,0,0,0,-20.938776,0.0065041,83.410703,83.739907,7.9996976,7.11,0.0143083,0.0163226,0.3810818,51363.742,3173.9453,24107.639,63824.211,7658.3976,35,0,0,1,0,0.834,106492.64,0,0,0,1.0064308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986Q4,87.258996,1.1628554,77712.499,4.1966184,78204.143,6095.4721,4885.8218,11279.113,14830.961,38399.948,1319.4427,21991,18517.885,0.8969456,0.3989085,9,30526.493,133321.25,504991.18,144600.36,310232.47,310837.82,2809.4603,2070.9562,0.7371367,46376.056,0.7211847,153227.28,116372.18,0.7594743,48318.67,39884.928,0.8254558,6417.0748,0.8370736,14119.935,10869.02,0.7697641,26532.654,22598.833,0.8517366,-605.34626,1086.97,-1.7956169,42177.021,40099.396,0.9507404,45397.547,41333.142,0.9104708,264834.92,204557.35,0.7723957,0.7829613,0.2191049,0.149232,0.1896442,0.0155336,56.826963,0,0,0,-20.343434,0.0064502,83.205918,82.960649,9.0437494,7.67,0.0144388,0.0164274,0.3793487,51430.902,3163.8329,24165.935,64305.379,7666.0816,36,0,0,0,1,0.836,107192.63,0,0,0,1.0063264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987Q1,85.805126,1.1596188,78400.337,4.2234473,78869.118,6130.8197,5309.1435,12210.544,15343.93,38586.18,1263.5077,22029.308,18563.115,0.902139,0.4051636,9.2,30798.558,133402.85,524836.45,145613.4,311734.17,310851.67,2847.76,2094.1693,0.7353742,46677.367,0.7235406,153972.94,118315.46,0.7684172,47846.25,39990.57,0.8358141,6240.4959,0.8519494,14292.188,11116.407,0.777796,26229.101,22633.667,0.8629219,882.50196,2010.0911,2.2777186,41672.276,39825.847,0.9556917,46828.897,42787.703,0.913703,264905.27,206125.8,0.7781114,0.7879339,0.223879,0.1494163,0.1945493,0.0156981,57.740332,0,0,0,-19.76,0.0061298,82.317366,82.003243,8.92,8.34,0.0139571,0.0165857,0.3883768,51361.698,3153.1191,24261.353,64512.438,7324.9607,37,1,0,0,0,0.835,108849.21,0,0,0,1.0059793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987Q2,86.842247,1.1630699,79303.314,4.2561978,79780.653,6155.1189,5588.6468,11429.526,15359.879,38998.84,1288.0926,22088.86,18632.431,0.9068163,0.4038054,9.1,31258.003,136279.95,525616.94,147709.48,315121.56,315607.74,2888.0446,2120.6792,0.7342959,47192.026,0.726172,155898.77,120694.47,0.7741849,49190.6,41438.695,0.8424108,6565.6197,0.85531,14337.236,11230.161,0.7832863,27177.059,23642.915,0.8699585,-486.18523,1031.8887,-2.1224189,42642.932,40618.877,0.9525348,47182.686,43431.732,0.9205015,267938.87,209664.91,0.7825102,0.7914413,0.2230993,0.1490855,0.1925264,0.0155612,59.150163,0,0,0,-19.188119,0.0061436,83.009528,82.720263,8.9333333,8.1833333,0.0138961,0.016542,0.3835466,51482.971,3143.026,24300.176,64987.397,7676.3046,38,0,1,0,0,0.834,109719.83,0,0,0,1.0060192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987Q3,86.508414,1.1559207,80284.796,4.2946313,80806.474,6168.3696,5724.3316,11828.539,16001.604,39448.209,1334.205,22137.527,18694.223,0.9071455,0.4064498,9.1,31579.634,137231.08,526745.57,149059.62,317654.06,319100.9,2928.7019,2151.3892,0.734588,47788.196,0.729075,156004.17,121616.89,0.7795746,50313.615,42650.167,0.8476864,6845.0617,0.861628,14501.712,11436.082,0.7886022,27867.568,24369.024,0.8744582,-1446.8411,-220.93075,0.1526987,44308.074,42490.09,0.9589695,48021.214,44148.789,0.9193601,269632.84,212327.02,0.7874672,0.7953488,0.2238198,0.1487311,0.1980238,0.0156771,61.047868,0,0,0,-18.627451,0.0062837,83.33135,82.958928,9.8033333,7.9766667,0.0138245,0.0162992,0.3841787,51648.293,3133.5534,24353.715,65546.333,7944.3352,39,0,0,1,0,0.838,111128.51,0,0,0,1.0064978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987Q4,85.694231,1.1569788,81729.692,4.3620272,82305.735,6170.5715,5716.1978,12323.851,16311.736,40082.93,1401.8445,22163.905,18736.63,0.9129602,0.4080832,9.1,32001.574,139043.27,528549.16,151367.12,323140.45,324102.74,2969.732,2186.542,0.7362759,48758.849,0.7368854,158410.12,124373.96,0.785139,51587.459,44004.041,0.8529988,7117.1266,0.866768,14583.103,11552.061,0.7921539,28793.247,25334.853,0.8798887,-962.28722,585.12532,-0.6080568,44966.585,43554.484,0.9685967,49865.927,46181.359,0.9261105,273274.52,217281.64,0.7951039,0.8004559,0.2273241,0.1472815,0.1981847,0.0157256,62.405142,0,0,0,-18.07767,0.0064517,83.661177,83.003145,10.246667,8.5733333,0.013797,0.0158921,0.3835718,52027.864,3124.7015,24382.734,66168.839,8211.1092,40,0,0,0,1,0.846,113078.9,0,0,0,1.0070481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988Q1,85.830328,1.1489229,82573.421,4.3933149,83239.523,6161.7251,5564.2456,12246.188,16661.966,40830.9,1553.1166,22203.659,18795.243,0.9120623,0.4092268,9,32336.877,140778.23,545957.15,153024.42,326137.1,326056.74,3010.2312,2225.5451,0.739327,49436.189,0.7381456,158433.97,124979.95,0.7888457,52242.834,45077.492,0.8628455,7397.7451,0.8710267,14845.858,12020.921,0.8097155,28903.844,25658.827,0.8877306,80.365467,1630.0247,20.28265,45396.214,44035.056,0.970016,49985.141,46187.432,0.9240232,276151.96,221196.83,0.8009968,0.8042518,0.2242902,0.1461905,0.2001689,0.0158089,61.869844,0,0,0,-17.538462,0.0070214,83.851575,83.256795,9.41,8.0166667,0.0136761,0.0152954,0.3875618,52560.993,3116.4702,24399.625,66973.488,8493.1327,41,1,0,0,0,0.8509995,114575.73,0,0,0,1.0080668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988Q2,86.412367,1.1503444,83777.03,4.43902,84512.555,6268.302,5576.3821,11646.847,16783.383,41408.837,1624.2717,22262.72,18872.866,0.918042,0.4106686,8.9,32801.468,143761.59,548834.24,155408.43,329599.62,329290.52,3045.9081,2264.6863,0.7435176,50142.664,0.7434361,158753.84,126271.59,0.7953924,53780.126,46788.444,0.8699951,7754.1115,0.8782878,15027.436,12240.948,0.8145733,29924.022,26793.385,0.8953805,309.09988,1238.7518,4.00761,46263.47,45471.877,0.9828895,50964.866,47447.419,0.9309829,278634.75,224730.6,0.8065419,0.809308,0.2261615,0.1459591,0.1985904,0.0157531,64.306676,0,0,0,-17.009524,0.0072276,85.458401,84.933805,9.13,7.8166667,0.0136275,0.0147727,0.3847166,52956.808,3106.8696,24437.673,67447.171,8828.668,42,0,1,0,0,0.8559995,116007.45,0,0,0,1.0087796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988Q3,87.895527,1.1628244,84875.992,4.4767754,85673.292,6490.3024,5752.6073,11934.433,17258.452,42148.679,1677.4148,22331.134,18959.18,0.9322577,0.4114657,8.8,33518.761,146068.17,549785.38,158002.6,334993.79,334464.65,3075.859,2303.2482,0.7488146,50831.04,0.7485027,160946.49,129382.02,0.8038822,54599.669,47835.912,0.8761209,7934.3173,0.8873106,15337.189,12594.058,0.8211451,30320.496,27307.536,0.9006296,529.13866,1633.0914,3.0863203,47932.335,47880.292,0.9989142,52720.452,50049.773,0.9493426,282273.33,229815.83,0.8141606,0.816411,0.2312403,0.1458505,0.201445,0.0157683,65.984058,0,0,0,-16.490566,0.007299,88.038335,87.800092,9.0466667,7.73,0.0135461,0.0143515,0.3872087,53539.952,3095.8997,24485.893,67910.294,8941.9837,43,0,0,1,0,0.8569995,117740.71,0,0,0,1.0093937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988Q4,87.055231,1.1636657,86103.687,4.5142125,86945.28,6827.7265,6092.9214,11469.732,17581.326,42722.214,1712.5459,22429.287,19073.911,0.940695,0.4135107,8.5,34426.592,149676.22,551597.56,161145.95,339128.42,337401.81,3100.0841,2341.2879,0.7552337,51234.648,0.7547898,162005.62,131463.32,0.8114738,55930.853,49394.231,0.8831303,8123.3118,0.8948146,15769.68,12951.743,0.8213067,31082.966,28319.176,0.9110834,1726.6045,2517.1025,1.4578338,48485.89,49234.273,1.0154351,53922.797,51722.154,0.959189,285205.62,234462.71,0.8220831,0.8242823,0.2329843,0.1468318,0.2022114,0.0156424,67.503362,0,0,0,-15.981308,0.0073041,88.97568,88.398935,8.7333333,8.21,0.0132839,0.0140504,0.3881323,53852.788,3083.5604,24512.882,67879.364,9078.2063,44,0,0,0,1,0.8659995,119523.31,0,0,0,1.0097742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989Q1,88.382284,1.2017348,87452.39,4.5498306,88193.363,7280.5739,6597.3241,12246.008,18409.657,43537.906,1726.9825,22560.907,19221.021,0.9704622,0.4139425,8.3,35322.243,152002.73,580284.21,164248.74,343669.42,343132.85,3120.8254,2379.7514,0.7625391,52009.776,0.7623259,163734.79,134535.64,0.821668,57166.154,51022.594,0.8925315,8395.699,0.8969138,15993.651,13309.705,0.8321868,31811.85,29317.19,0.9215808,536.57425,1586.5857,2.95688,50885.957,52144.113,1.024725,54411.069,54328.083,0.9984748,289258.35,239350.38,0.8274623,0.8308612,0.2379065,0.1475755,0.208742,0.015656,69.280562,0,0,0,-15.481481,0.0072153,91.407317,90.567537,8.9033333,9.0266667,0.0131353,0.0138543,0.3873836,54429.287,3069.8518,24602.952,68225.12,9360.6535,45,1,0,0,0,0.8719995,121330.02,0,0,0,1.0084729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989Q2,89.196892,1.2115826,88813.605,4.5908481,89579.536,7655.7778,6968.5751,13339.752,18825.179,43859.058,1787.8601,22663.847,19345.795,0.9879088,0.4179034,8.2,36198.374,153884.25,583267.56,167224,346653.3,344976.14,3148.733,2423.0988,0.7695472,52541.092,0.7686168,164005.3,136403.47,0.8317016,57593.736,51705.197,0.8977573,8351.2387,0.903213,16420.11,13712.395,0.8350976,31927.481,29641.563,0.9284028,1677.1661,2620.9032,1.5626975,51870.389,53407.296,1.0296297,55407.541,56490.255,1.0195409,291245.76,242610.8,0.8330106,0.8414952,0.2426062,0.1492035,0.2101504,0.0157462,70.443281,0,0,0,-14.990826,0.0073693,92.613632,91.839773,8.7766667,8.89,0.0130067,0.0134095,0.3884869,54274.02,3055.1076,24688.286,68357.979,9246.1452,46,0,1,0,0,0.8719995,123316.53,0,0,0,1.008624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989Q3,88.70593,1.174322,90143.505,4.6390955,90910.609,7953.3381,7206.6742,12153.441,19226.761,44392.288,1892.496,22721.296,19431.267,0.9811947,0.4203968,8.1,37368.358,158343.56,585574.15,170497,348758.26,347392.7,3186.0491,2472.3777,0.7760011,53194.088,0.7742806,165463.11,138766.3,0.838654,58153.148,52307.266,0.8994744,8435.6869,0.9020879,16548.305,13860.235,0.8375622,32253.551,30011.344,0.9304819,1365.554,2869.4638,2.1013184,51889.092,53471.635,1.0304986,55677.731,56137.71,1.0082615,293080.53,246943.42,0.8425787,0.8585903,0.2378446,0.1513236,0.2114908,0.015614,71.112112,0,0,0,-14.509091,0.0076637,92.494467,91.411334,8.5066667,9.21,0.0130897,0.0127376,0.3849503,54323.664,3039.3279,24723.934,68701.303,9351.2919,47,0,0,1,0,0.8759996,124844.28,0,0,0,1.0085098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
