,compet,compit,tc_d11_d3,tc_d11_d5,tc_d11_s14r3,tc_d41_s14s3,tc_d4z_s14s3,tc_d5_s14e3,tc_d61s_s14e3,tc_d62_s14r3,tc_d7_s14s3,tc_emp_d1,tc_emps_d7,tc_uc_d5,tc_ulc_d5,tcho,td_b2_s143,td_b6_s143,td_b6_s143a,td_b6taxable_s14r3,td_dint_d1,td_dint_dhs1,td_p3a_d1,td_p3a_d3,td_p3a_d5,td_p3g_d3,td_p3g_d5,td_p3m_d1,td_p3m_d3,td_p3m_d5,td_p51_d1,td_p51_d3,td_p51_d5,td_p51g_d3,td_p51g_d5,td_p51m_d1,td_p51m_d3,td_p51m_d5,td_p51t_d1,td_p51t_d3,td_p51t_d5,td_p523_d1,td_p523_d3,td_p523_d5,td_p6_d1,td_p6_d3,td_p6_d5,td_p7_d1,td_p7_d3,td_p7_d5,td_pib1,td_pib3,td_pib5,td_pint_d5,td_ratio_p7,b2_part,ct_d61ss14,ct_tdp3ad3,demmon,dum_1982q1,dum_1982q3,dum_1984q1,inter,pd7s14,petfm,petfx,r10a,r3m,ratio_d29_39,ratio_part,ratio_soc,tc_d62_s14r1,tc_empns_d1,tc_ls_d1,td_p3g_d1,td_p51g_d1,time,trim1,trim2,trim3,trim4,tuc,tc_d1_d3,dum_1990q1,dum_1999q4,dum_1983q1,ratio_d11,d11_d5_cale,d41_s14s3_cale,d4z_s14s3_cale,d5_s143_cale,emps_d7_cale,p3a_d5_cale,p3g_d5_cale,p3m_d1_cale,p3m_d5_cale,p51g_d5_cale,p51m_d1_cale,p51m_d5_cale,p51t_d1_cale,p51t_d5_cale,p523_d1_cale,p523_d3_cale,p6_d1_cale,p6_d5_cale,p7_d1_cale,p7_d5_cale,pint_d5_cale
1996Q3,90.640696,1.0024465,115550.26,5.8490426,116674.01,7182.4093,13883.939,20463.495,25570.626,61762.534,2067.5014,22780.124,19755.414,0.9771368,0.4905133,10.7,45889.66,201425.94,790981.7,221889.43,388973.01,390796.69,4368.9629,3996.427,0.9147313,73659.564,0.9252242,177685.93,171919.2,0.9675454,56912.811,55211.547,0.9701075,9811.9195,0.9904075,14861.733,14104.698,0.9490615,32144.127,31294.93,0.9735816,-1823.6747,-1643.5482,0.9012289,72216.321,70695.421,0.9789397,69024.31,66067.609,0.9571644,319948.7,307771.01,0.9619386,0.9548283,0.2309456,0.1491033,0.219163,0.0198407,101.69201,0,0,0,-3.8550725,0.0067177,89.925306,88.731772,6.3366667,3.85,0.0173637,0.0329952,0.382189,64444.554,2350.6342,25509.657,79612.667,9906.9516,75,0,0,1,0,0.8169996,159712.3,0,0,0,1.0097252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996Q4,90.489651,1.0082198,116169.3,5.8749982,117272.86,6920.3893,14246.568,20795.084,25979.516,61597.017,1880.679,22793.315,19773.505,0.9842251,0.4916106,10.8,45966.533,201109.44,792859.11,221904.53,390569.71,390935.15,4355.0374,4015.81,0.9221069,74435.197,0.9294448,175811,170436.52,0.9694304,56219.879,54843.639,0.9755204,9562.3791,0.9983284,14896.559,14284.465,0.9589104,31744.929,30996.794,0.9764329,-365.44505,-415.02941,1.1356821,74463.58,73454.009,0.9864421,70347.69,67898.109,0.9651789,320222.02,308872.04,0.9645559,0.9573101,0.235716,0.1488206,0.2215305,0.0199683,103.8001,0,0,0,-3.5539568,0.0060889,90.614292,89.262801,5.8466667,3.4733333,0.0175406,0.0334067,0.3793244,63988.569,2336.4135,25553.044,80085.66,9578.3902,76,0,0,0,1,0.8149996,160235.16,0,0,0,1.0094995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997Q1,91.851683,1.0126813,116866.79,5.898492,118080.76,6628.1989,14706.569,20972.631,25110.043,62419.739,1600.6936,22819.647,19812.994,0.9890973,0.4930853,10.9,46017.286,203370.58,803533.69,224343.21,392429.59,393082.88,4323.1313,4021.8505,0.9303096,74918.899,0.934228,175600.87,170956.82,0.9735534,55899.584,54299.23,0.9713709,9270.8495,0.9975304,14849.317,14367.64,0.9675624,31756.465,30660.74,0.965496,-653.29095,-1027.864,1.5733633,77065.92,76492.368,0.9925576,70960.394,68862.691,0.9704384,321469.19,310798.61,0.9668068,0.9582861,0.2371511,0.1480614,0.2126514,0.019776,106.46694,0,0,0,-3.2571429,0.0051503,92.258661,91.16809,5.5966667,3.3466667,0.0179158,0.0333268,0.3810887,64596.805,2323.5851,25611.276,80193.374,9293.8017,77,1,0,0,0,0.8169996,161403.4,0,0,0,1.0103877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997Q2,92.789465,1.0035448,117955.11,5.9434223,119127.26,6460.6427,15115.24,22773.58,25097.536,62886.423,1506.2219,22845.842,19846.328,0.9839544,0.4924593,10.9,46208.021,203432.69,805273.5,226206.27,397570.25,397645.93,4312.7879,4044.2331,0.9377306,75494.303,0.9394675,176169.24,171386.23,0.9728499,56309.536,54785.105,0.9729277,9209.0106,0.9974083,14849.487,14388.835,0.9689785,32227.109,31187.259,0.9677337,-75.682721,-552.6891,7.3027118,80495.758,80196.646,0.9962841,72966.993,70340.947,0.9640105,324603.25,315012.88,0.9704551,0.9606053,0.238064,0.1466861,0.2106784,0.01988,110.45237,0,0,0,-2.964539,0.0047815,93.305282,92.444671,5.7133333,3.4366667,0.0181958,0.0335407,0.3803256,64880.026,2310.7523,25640.676,80358.608,9232.9397,78,0,1,0,0,0.8219996,162816.46,0,0,0,1.0099372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997Q3,94.252588,1.0118989,118851.42,5.9767494,119968.77,6417.7208,15477.083,21116.889,24953.819,63708.419,1602.0139,22883.779,19885.628,0.9926741,0.4915489,10.8,46567.92,207671.21,805330.38,228788.1,402797.44,402173.73,4332.332,4090.0314,0.9440715,75981.346,0.9434454,177365.02,173255.38,0.9768295,56828.307,55562.36,0.9777233,9168.8718,1.0014606,14951.015,14570.433,0.9745447,32721.792,31823.055,0.972534,623.70966,343.45665,0.5506675,83112.047,83247.849,1.001634,75662.955,73806.938,0.9754699,327134.49,318673.48,0.974136,0.9639994,0.2444516,0.1461305,0.2080026,0.0196947,113.09102,0,0,0,-2.6760563,0.0050271,95.021839,94.406592,5.5233333,3.4092833,0.0185255,0.0340154,0.3785091,65621.632,2297.9151,25654.461,80536.027,9155.4996,79,0,0,1,0,0.8319996,163837.76,0,0,0,1.0094012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997Q4,92.121161,1.0102858,119913.68,6.0067283,120973.21,6499.4332,15792.097,22892.9,25004.598,63712.419,1888.0697,22964.905,19963.227,0.992259,0.4904082,10.6,47031.939,207999.67,805013.88,230892.57,407763.37,406787.42,4381.7638,4159.8032,0.9493445,76187.615,0.9478118,179427.26,175621.89,0.9787916,57654.249,56580.475,0.9813756,9181.7515,1.0033999,15098.884,14835.033,0.9825251,33404.725,32563.691,0.9748229,975.95458,731.73685,0.7497653,84941.508,85393.509,1.0053213,77842.594,75934.887,0.9754928,329920.78,322740.14,0.9782353,0.9655612,0.2468204,0.145727,0.2066953,0.0199991,115.6649,0,0,0,-2.3916084,0.0058501,93.442319,92.611367,5.4933333,3.6561133,0.0188147,0.0346523,0.3751423,65469.234,2285.0736,25687.813,80382.643,9150.6402,80,0,0,0,1,0.8379996,164898.38,0,0,0,1.0088358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998Q1,92.522487,1.0010242,121098.35,6.0399493,122048.39,6705.78,16060.532,27765.31,19932.602,64039.905,2357.3892,23060.922,20049.564,0.9862641,0.4915157,10.3,47493.922,211008.01,822474.15,238773.32,413500.97,410623.71,4454.7401,4248.1424,0.953623,75955.125,0.9504232,180767.17,177185.52,0.9801864,58826.092,57769.58,0.9820401,9229.3216,1.0031059,15213.333,14959.067,0.9832866,34412.015,33581.191,0.9758566,2877.251,2814.3325,0.9781324,86658.553,86887.18,1.0026382,80653.483,77959.906,0.9666031,332847.48,326899.97,0.9821314,0.9656141,0.2483229,0.1452858,0.1633172,0.0201326,117.95942,0,0,0,-2.1111111,0.0072113,93.517887,92.766584,5.03,3.5854967,0.0185376,0.0355545,0.3764827,65647.877,2272.2277,25708.943,79917.161,9200.7448,81,1,0,0,0,0.8439996,166689.78,0,0,0,1.0078452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998Q2,92.146341,0.9910344,122474.46,6.0745433,123391.6,6709.8062,16264.192,30075.841,19627.818,64492.388,2671.1611,23180.805,20161.921,0.9787493,0.491371,10.3,47990.272,211815.76,822536.26,241891.6,418252.1,415214.19,4521.1313,4328.3756,0.9573656,76142.094,0.9546352,183169.91,179618.42,0.980611,60101.919,58948.532,0.9808095,9297.0779,1.000451,15351.398,15113.029,0.9844725,35457.634,34538.425,0.9740758,3037.9099,2890.0449,0.9513267,87660.827,87267.474,0.9955128,82120.855,78577.048,0.9568464,336131.25,330617.89,0.9835976,0.9655027,0.2471444,0.1451533,0.1590693,0.0204346,119.92544,0,0,0,-1.8344828,0.0080793,92.979906,91.73286,4.9433333,3.6020567,0.0184686,0.0361945,0.3739429,65999.53,2261.7292,25842.592,79760.408,9292.8865,82,0,1,0,0,0.8499996,168272.91,0,0,0,1.0074884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998Q3,91.840163,0.9773964,124045.28,6.118964,124971.53,6511.5121,16403.327,29837.558,19744.176,64793.722,2822.3856,23295.979,20272.268,0.9710086,0.4950547,10.3,48362.21,214282.95,826774.79,244120.51,421033.02,418992.2,4574.5943,4394.8736,0.9607133,76417.513,0.9584806,184656.24,180995.5,0.9801754,61275.674,59903.799,0.9776114,9427.3081,0.9979,15560.487,15291.562,0.9827174,36268.04,35184.93,0.970136,2040.8211,1723.5658,0.8445453,88757.928,87362.999,0.9842839,82985.446,78356.592,0.9442209,338047.58,332441.66,0.9834168,0.9660572,0.2455633,0.1454758,0.1579894,0.0205097,120.5766,0,0,0,-1.5616438,0.0084899,91.961432,90.396792,4.5,3.5528767,0.0182115,0.0365991,0.3741459,66176.506,2253.5779,25970.992,79727.765,9447.1467,83,0,0,1,0,0.8419996,170456.31,0,0,0,1.007467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998Q4,91.408562,0.9691055,125062.91,6.1479891,126036.48,6110.8974,16477.937,31990.289,20041.402,65707.985,2811.0625,23368.182,20342.085,0.9670235,0.4971535,10.3,48654.826,213767.5,827103.25,245757.79,423449.63,420546.65,4615.1291,4447.6173,0.9637038,77215.82,0.9636448,185509,181325.69,0.9774496,62070.209,60497.131,0.9746565,9492.6825,0.9968798,15828.393,15563.579,0.9832697,36719.423,35440.869,0.9651804,2902.9738,3043.9878,1.0485757,88223.39,86005.676,0.9748625,83613.685,78391.948,0.9375493,339835.94,334143.98,0.9832508,0.9674378,0.2451614,0.1456104,0.1590127,0.0208059,121.3056,0,0,0,-1.292517,0.0084127,90.570676,89.110781,4.0866667,3.4880167,0.0180315,0.0368517,0.3757315,67052.996,2247.774,26051.485,80128.923,9522.3938,84,0,0,0,1,0.8349996,172052.99,0,0,0,1.0077846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999Q1,93.017843,0.9564668,126295.03,6.1717507,127375.21,5507.9623,16485.772,30755.061,20439.338,65963.741,2653.692,23488.943,20463.404,0.9602041,0.5003279,10.4,48870.948,215662.92,850874.22,246417.98,425445.57,422599.43,4645.362,4489.9695,0.9665489,77923.388,0.9693262,186232.79,181658.43,0.9754374,63515.43,61844.049,0.9736854,9597.3711,1.0020758,16242.072,16011.417,0.9857989,37695.867,36235.261,0.9612529,2846.1382,2726.4311,0.9579405,87816.621,85034.656,0.9683207,83795.783,77656.812,0.9267389,341649.79,336020.11,0.9835221,0.9689191,0.2428733,0.1454405,0.1604656,0.0208194,122.66769,0,0,0,-1.027027,0.0078974,91.152734,90.071107,3.9466667,3.093,0.0176349,0.0367726,0.3777698,67337.041,2244.3174,26215.338,80389.228,9577.4904,85,1,0,0,0,0.8419996,174005.49,0,0,0,1.0085528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999Q2,94.904271,0.9616735,128097.55,6.217447,129242.44,5179.703,16572.996,31480.312,20681.664,66450.303,2590.7668,23625.092,20602.918,0.9672243,0.5010273,10.2,49238.044,217112.28,851681.97,248592.59,430448.66,427653.28,4677.7674,4537.9614,0.9701127,78676.547,0.974673,188047.83,183343.36,0.9749826,64708.92,63330.717,0.9787015,9840.4548,1.0088469,16613.906,16481.324,0.9920198,38340.853,37008.939,0.9652612,2795.3746,2596.1609,0.9287345,89497.797,86862.466,0.9705542,85389.861,79835.029,0.9349474,345058.8,339512.18,0.9839256,0.9722088,0.2462605,0.1450259,0.1600222,0.0209014,125.89453,0,0,0,-0.7651007,0.0076309,92.759431,92.109742,4.2533333,2.6346667,0.0171608,0.0365153,0.3731918,67916.045,2241.3401,26308.566,80720.964,9754.1606,86,0,1,0,0,0.8439996,175902.5,0,0,0,1.0089377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999Q3,95.608308,0.9731513,129778.26,6.2573551,130975.61,5126.1195,16737.359,33004.687,20924.133,66853.282,2638.787,23760.75,20740.115,0.9796747,0.5030248,10,49781.704,218184.04,854149.16,251188.73,435560.81,435874.66,4714.9717,4594.7648,0.9745053,79500.653,0.9798402,190661.01,185924.04,0.975155,66163.246,65148.672,0.9846656,10161.338,1.0105853,16742.301,16727.942,0.9991424,39366.041,38259.391,0.9718882,-313.84759,-341.54976,1.0882663,93199.088,91157.997,0.9780997,87211.738,82790.608,0.9493058,348349.08,343193.97,0.9852013,0.9754966,0.2510663,0.1450541,0.1597559,0.0210591,129.77271,0,0,0,-0.5066667,0.0076889,94.01457,93.514455,5.0033333,2.6963333,0.0166738,0.0363255,0.3731073,68426.319,2238.8421,26400.834,81136.345,10054.904,87,0,0,1,0,0.8479996,178199.48,0,0,0,1.0092261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999Q4,96.513356,0.9838059,131604.16,6.3008341,132812.74,5347.2118,16978.863,32331.938,21298.863,67253.674,2797.7527,23907.721,20886.784,0.9921332,0.5040774,9.6,50269.332,221828.77,853633.71,254160.71,443368.79,440890.5,4756.9748,4660.0119,0.9796167,80501.182,0.9859953,192783.86,188973.71,0.9802361,67097.205,65977.589,0.9833135,10476.194,1.0057224,16765.927,16369.376,0.9763478,39914.693,39132.018,0.9803913,2478.2828,2188.6102,0.8831156,94607.868,93333.85,0.9865337,90577.07,87335.807,0.9642154,352791.72,348299.15,0.9872657,0.980087,0.2578069,0.144328,0.1603676,0.0210072,132.79907,0,0,0,-0.2516556,0.0080326,95.282079,95.213678,5.2833333,3.4263333,0.0161938,0.0361828,0.3735245,68924.674,2236.8234,26446.594,81644.592,10416.586,88,0,0,0,1,0.8579996,180761.54,0,1,0,1.0091835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000Q1,98.349186,0.9877018,133748.02,6.3506725,134956.29,5842.98,17299.005,33218.109,21443.499,67735.778,3052.9137,24075.476,21060.451,1.0034092,0.5046005,9.1,51223.065,225448.43,872788.02,258666.54,451482.91,448995.25,4801.8592,4732.5402,0.9855641,81508.429,0.992447,194967.38,193146.22,0.9906592,69128.736,68470.632,0.99048,10828.871,1.0013232,16908.749,16682.026,0.9865913,41405.425,40959.735,0.9892359,2487.6506,2721.0877,1.0938384,97968.528,96841.233,0.9884933,94431.81,92369.549,0.9781614,357051.1,355050.6,0.9943972,0.9903408,0.2644951,0.1442698,0.1588922,0.0209917,137.59717,0,0,0,0,0.0085985,97.170373,97.217511,5.57,3.541,0.0163472,0.0357021,0.3694585,69369.231,2235.2841,26485.672,82128.748,10814.561,89,1,0,0,0,0.8609996,183162.37,0,0,0,1.0090339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000Q2,99.929445,0.9943934,135922.37,6.3912246,137137.09,6164.3949,17590.559,33860.827,21668.796,68204.51,3250.6124,24268.51,21267.031,1.0145773,0.5072651,8.7,51834.998,228652.54,874237.37,262513.37,457575.59,454773.73,4840.5175,4809.158,0.9935214,82342.55,0.9981234,195838.34,195055.37,0.9960019,69628.743,69355.463,0.9960752,11102.108,0.9978045,16973.007,16836.596,0.991963,41529.2,41416.759,0.9972925,2801.8623,2837.6585,1.0127758,101968.77,101785.86,0.9982063,97896.651,96961.662,0.9904492,359678.94,359224.39,0.9987362,0.9960336,0.271596,0.144297,0.1580083,0.0210326,141.4304,0,0,0,0.248366,0.009049,99.361451,99.750197,5.3833333,4.3833333,0.0162421,0.0349176,0.3644915,69578.106,2232.0174,26581.062,82497.361,11126.536,90,0,1,0,0,0.8659996,185464.91,0,0,0,1.0089369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000Q3,101.04495,1.0025493,137911.01,6.4289138,139142.85,6311.4565,17855.024,35227.949,22062.192,68408.415,3376.0989,24434.66,21451.682,1.0300807,0.5127678,8.4,52750.522,230554.22,875309.13,265782.17,462481.57,459031.77,4871.0323,4889.8738,1.0038681,82952.953,1.0028553,196540.05,197259.23,1.0036592,70757.523,70954.463,1.0027833,11187.699,0.997967,17025.064,17022.827,0.9998686,42521.968,42743.937,1.0052201,3449.8007,3297.2942,0.9557927,104146.4,104441.09,1.0028296,101323.81,101968.2,1.0063598,361157.76,361826.7,1.0018522,1.0038008,0.2802717,0.1457895,0.1585579,0.0212092,145.23898,0,0,0,0.4935065,0.0093307,100.79227,101.33087,5.3933333,4.7363333,0.0159621,0.0340403,0.3646048,69414.012,2227.0234,26675.393,82716.768,11210.491,91,0,0,1,0,0.8759996,188194.03,0,0,0,1.0089321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000Q4,102.39809,1.01234,139974.59,6.4852127,141235.77,6284.1649,18092.401,30901.114,22423.51,68926.297,3429.3732,24546.117,21583.655,1.0432698,0.5148764,8.1,53815.109,238458.49,878953.86,269359.6,470039.21,465014.94,4893.4034,4975.2405,1.016724,83450.376,1.0066135,197420.28,199299.83,1.0095205,71586.39,72355.036,1.0107373,11384.891,1.0033287,17099.699,17465.167,1.0213728,43139.571,43504.978,1.0084704,5024.2701,4855.4198,0.9663931,108212.76,109380.86,1.0107945,105182.31,107512.9,1.0221577,364856.91,366803.86,1.0053362,1.009698,0.2879286,0.1467136,0.1587665,0.0208642,148.1086,0,0,0,0.7354839,0.0093493,102.62033,103.50343,5.23,5.022,0.0157473,0.0332422,0.3635459,69437.418,2220.302,26709.595,82902.104,11347.12,92,0,0,0,1,0.8809996,190861.79,0,0,0,1.00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001Q1,99.91975,0.9941025,141349.41,6.5070326,142670.38,6082.52,18304.188,34598.341,22158.923,69706.761,3406.6851,24659.225,21722.561,1.0302094,0.5139499,7.9,55015.581,238428.85,923113.68,273027.19,470503.12,467470.52,4914.4824,5065.4698,1.0307229,84011.487,1.0105127,199293,201426.17,1.0107037,72432.244,73220.753,1.0108862,11405.968,1.0074882,17211.025,17615.898,1.0235241,43900.027,44198.887,1.0068078,3032.6061,3632.7275,1.1978897,107693.31,107885.58,1.0017854,103454.28,104051.74,1.0057751,367048.84,371190.44,1.0112835,1.0117419,0.2785001,0.1482139,0.1553155,0.0212452,147.17587,0,0,0,0.974359,0.0091777,100.20892,100.09815,4.9033333,4.7443333,0.0158701,0.0322894,0.3561203,69709.535,2211.8533,26774.403,83137.484,11321.192,93,1,0,0,0,0.8759996,191686.8,0,0,0,1.0093454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001Q2,101.68881,0.9830749,142590.47,6.5267098,143949.4,5863.1537,18562.527,34910.415,23239.507,70530.102,3464.8356,24756.931,21847.221,1.0312167,0.5218773,7.8,55859.083,240079.17,926317.79,274989.59,469863.24,466595.52,4966.8133,5159.6578,1.0388266,84693.71,1.0165542,200759.98,204393.37,1.0180982,72029.356,73013.475,1.0136628,11271.344,1.0159334,17210.747,17770.654,1.0325325,43724.04,43971.477,1.0056591,3267.7181,2999.0264,0.9177739,105524.87,105547,1.0002098,102899.43,103007.82,1.0010534,366963.81,372798.42,1.0158997,1.018288,0.2759075,0.1498372,0.1614422,0.0214915,145.35043,0,0,0,1.2101911,0.0092941,101.6187,101.71014,5.12,4.5946667,0.0154809,0.0312407,0.3641968,70181.208,2205.1784,26851.335,83314.507,11094.569,94,0,1,0,0,0.8659996,194521.46,0,0,0,1.0095303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001Q3,100.27512,0.9715863,144372.45,6.5870781,145769.22,5626.0659,18868.916,33737.787,23470.743,71400.262,3600.0747,24803.753,21917.525,1.0272194,0.5263475,7.7,56491.704,244547.72,928219.48,278285.5,469459.7,468663.35,5057.2475,5254.7605,1.0390554,85685.203,1.0249506,201899.56,206011.34,1.0203655,72121.124,73386.273,1.017542,11249.548,1.0208298,17230.261,17876.832,1.0375253,43870.859,44259.894,1.0088677,796.35589,1038.4582,1.3040127,105986.07,105793.1,0.9981793,101466.27,100755.96,0.9929995,367993.43,376413.18,1.0228802,1.0220394,0.2696843,0.150079,0.161013,0.0214877,143.34128,0,0,0,1.443038,0.0095642,100.32645,100.09255,5.0133333,4.2713333,0.0152279,0.0303472,0.3623623,70658.672,2200.2774,26872.972,83599.345,11020.004,95,0,0,1,0,0.8569996,196687.57,0,0,0,1.0096748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001Q4,100.59544,0.9407958,145929.67,6.6428276,147364,5371.2567,19223.357,33227.455,23927.825,72104.876,3812.4024,24834.782,21968.005,1.0095447,0.5339482,7.7,56659.496,247380.11,936123.74,280607.56,467089.98,465763.73,5185.785,5343.8903,1.0304882,86865.002,1.0354563,202186.57,205999.43,1.0188581,70957.824,72221.71,1.0178118,11144.837,1.0188213,17273.522,18009.328,1.0425973,42745.349,43067.545,1.0075376,1326.254,1428.2079,1.0768736,103543,102407.93,0.9890377,100675.22,97094.448,0.9644325,366414.76,377171.72,1.0293573,1.0251242,0.2628495,0.150222,0.1623723,0.0216019,141.86081,0,0,0,1.672956,0.0101079,99.839418,99.492675,4.72,3.443,0.0150212,0.0295802,0.3611363,71062.253,2197.1503,26906.589,83890.55,10938.952,96,0,0,0,1,0.8479996,198630.17,0,0,0,1.0098289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002Q1,101.28366,0.9277528,147529.48,6.6994254,149021.31,5098.7261,19625.849,33976.048,24021.028,73284.398,3945.3187,24869.913,22021.214,1.0046518,0.5355776,7.9,57011.905,249990.43,970435.85,283966.48,472015.31,468509.67,5337.2328,5413.6547,1.0143186,88376.917,1.0484592,202950.82,207779.05,1.0237901,71080.232,72747.681,1.0234587,11151.164,1.0230527,17335.082,18259.752,1.053341,42845.257,43336.764,1.0114717,3505.6422,3476.9946,0.9918281,104849.2,103317.54,0.9853918,103135.95,98641.19,0.9564191,368879.36,382470.65,1.0368448,1.0308987,0.2634118,0.1490622,0.1611919,0.0216554,143.38626,0,0,0,1.9,0.0103154,100.38714,99.804085,5.0566667,3.3633333,0.0147498,0.028795,0.3591939,72058.938,2195.797,27003.163,84292.188,10899.892,97,1,0,0,0,0.8439995,200521.17,0,0,0,1.0101121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002Q2,100.17142,0.921825,149421.67,6.769932,150932.02,4891.823,19969.804,34699.367,24387.774,74346.291,4130.8574,24907.076,22071.369,1.0064428,0.5396118,7.9,57154.425,252338.08,972086.17,287037.45,474255.1,473277.41,5439.4251,5449.9939,1.001943,90055.147,1.0603329,204438.47,209491.77,1.0247179,70471.695,72579.352,1.0299079,11306.022,1.031267,17357.402,18471.3,1.0641742,42151.059,42802.031,1.0154438,977.69332,939.59987,0.9610374,107996.8,106467.66,0.9858409,103411.39,98860.341,0.9559908,370843.71,386123.19,1.0412019,1.0370632,0.2626072,0.1480212,0.1615812,0.021598,147.25181,0,0,0,2.1242236,0.0106983,99.639947,98.753087,5.2033333,3.44,0.0144369,0.0282404,0.3588589,72868.662,2194.2882,27043.514,84931.016,10963.234,98,0,1,0,0,0.8429995,203042.96,0,0,0,1.010108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002Q3,99.431883,0.9062309,150377.88,6.801115,151888.09,4750.5476,20255.224,35428.394,24605.696,75505.643,4212.5188,24936.995,22110.768,0.9998833,0.5413852,7.9,57340.831,253918.77,976554.72,289347.16,476588.94,476375.66,5477.1689,5459.3738,0.996751,91330.561,1.0712997,207060.19,212900.63,1.0282065,70552.53,72849.667,1.0325592,11364.608,1.0367127,17455.262,18659.591,1.0689952,42135.111,42825.469,1.0163844,213.28037,280.43608,1.3148705,108033.66,105675.84,0.9781752,104419.7,98801.071,0.9461919,372169.24,389695.44,1.047092,1.0440957,0.2610288,0.1471427,0.1619989,0.0215005,149.31645,0,0,0,2.345679,0.0108098,98.624174,97.2618,4.6966667,3.3576667,0.0143892,0.0278576,0.3594317,73885.127,2192.6241,27075.999,85252.11,10962.157,99,0,0,1,0,0.8369995,204428.46,0,0,0,1.0100428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002Q4,99.623432,0.896657,151355.97,6.8384274,152845.57,4674.8999,20482.109,31866.188,24693.498,76073.667,4190.3027,24957.194,22133.155,0.9966235,0.5449647,8,57606.257,259313.12,979387.11,291179.31,476262.67,477326.51,5450.4643,5449.7286,0.999865,92511.736,1.0784444,207653.11,214261.27,1.0318231,70539.551,72751.4,1.0313562,11537.276,1.0384421,17575.653,18830.399,1.0713911,41853.72,42383.725,1.0126633,-1063.8465,-832.09534,0.7821573,107900.81,104921.95,0.9723926,104025.48,97757.988,0.9397505,372237.19,391306,1.0512276,1.0480601,0.2588095,0.1472154,0.1615585,0.021016,151.54318,0,0,0,2.5644172,0.0107085,98.346637,96.873083,4.4866667,3.1066667,0.0142251,0.0278145,0.3595988,74298.441,2190.8045,27127.385,85782.577,11110.178,100,0,0,0,1,0.8329996,205783.41,0,0,0,1.0098417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003Q1,96.983884,0.9069011,151808.26,6.8600474,153240.08,4664.88,20651.708,34566.445,25256.659,76510.047,4075.4592,24956.956,22129.332,1.0101009,0.5459634,8.3,57853.754,257172.82,1015560.4,291739.27,477630.11,476100.38,5372.1462,5431.6666,1.0110795,93207.74,1.0835253,208624.67,217069.06,1.0404765,71057.924,73809.475,1.0387226,11971.5,1.0519017,17703.651,19134.414,1.0808174,41973.456,42703.56,1.0173944,1529.7347,1605.0224,1.0492162,105022.96,102491.09,0.9758922,103975.28,99464.848,0.9566201,373654.83,394149.21,1.0548484,1.054823,0.2608764,0.1467814,0.1648176,0.0211207,152.90579,0,0,0,2.7804878,0.0103399,96.667449,94.645821,4.11,2.6833333,0.0140858,0.0280565,0.3630118,74488.836,2188.8295,27215.873,86022.673,11380.816,101,1,0,0,0,0.8329997,206916.45,0,0,0,1.0094318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
